batteryMilliWatts,batteryMilliAmps,isBatteryInFloat,batteryVoltage,samplePeriodMilliSec,timestamp,SOC_pct,Load_W,Solar_W,Grid_W
26719,1922,1,13897,300000,1629190800,77,0.02107649669051,-26.6758174896,-0.06514553725719
26000,1863,1,13953,300000,1629191100,77,0.02821519784629,-26.0285167694,0.0
25772,1838,1,14021,300000,1629191400,77,0.00708805723116,-25.7792606354,0.0
14065,1043,2,13479,300000,1629191700,77,0.01362858712673,-14.057885169982,-0.02106236107647
7862,594,3,13220,300000,1629192000,77,0.02004965953528,-7.8928823471,0.01032861322164
6758,512,3,13179,300000,1629192300,77,0.01998710259795,-6.695680141448,-0.08237110078334
17689,1284,3,13771,300000,1629192600,77,0.01392290461808,-17.649230957031,-0.05379303917288
16453,1196,3,13752,300000,1629192900,77,0.04171330109238,-16.452699661254,-0.04297734424471
15399,1117,3,13786,300000,1629193200,77,0.0348459854722,-15.3808374405,-0.05385288968682
13056,956,3,13648,300000,1629193500,77,0.04829643294215,-13.0945148468,-0.01066284906119
14166,1028,3,13775,300000,1629193800,77,0.05570830032229,-14.233469963073,0.01076183002442
13423,974,3,13778,300000,1629194100,77,0.06965324282646,-13.450007438659,-0.043058373034
12767,929,3,13732,300000,1629194400,77,0.04859462752938,-12.740898132324,-0.07510079443454
9511,706,3,13468,300000,1629194700,77,0.04766043648123,-9.4640007019,-0.09470190107822
8701,647,3,13435,300000,1629195000,77,0.03395975381135,-8.714072227478,-0.02099330350756
10429,758,3,13742,300000,1629195300,77,0.02778861485421,-10.435457229614,-0.02147301845252
10423,761,3,13686,300000,1629195600,77,0.01383711211383,-10.426262855529,-0.01069231331348
8787,647,3,13564,300000,1629195900,77,0.03428594768047,-8.832059860229,0.01059747487306
9253,675,3,13690,300000,1629196200,77,0.08305125683546,-9.31558227539,-0.02139199338853
8991,652,3,13787,300000,1629196500,77,0.04181875661015,-9.022814750671,-0.01077149808406
8413,611,3,13750,300000,1629196800,77,0.03475661575794,-8.3726606369,-0.07520069181919
7649,555,3,13763,300000,1629197100,77,0.03478938713669,-7.6414194107,-0.04301233589649
7643,554,3,13782,300000,1629197400,77,0.03483555838465,-7.689600944519,0.01076735556125
7025,511,3,13732,300000,1629197700,77,0.05553672090172,-7.02761554718,-0.05364342033863
7384,539,3,13687,300000,1629198000,77,2.463324069976,-9.7734041214,-0.074855864048
6175,453,3,13624,300000,1629198300,77,2.500081539154,-8.6436920166,-0.03193192183971
5367,394,3,13596,300000,1629198600,78,2.48801779747,-7.82355928421,-0.03186562657356
4847,349,3,13878,300000,1629198900,79,2.462604045867,-7.331972599029,0.02168571576476
7653,544,3,14052,300000,1629199200,79,0.00710354745388,-7.67157459259,0.01097820978611
7723,553,3,13948,300000,1629199500,79,0.0,-7.712469100952,-0.01089718192815
6361,460,3,13811,300000,1629199800,80,2.527486085891,-8.899671554565,0.01079037413
5581,408,3,13669,300000,1629200100,86,5.113337993621,-10.662939071655,-0.03203688561916
5226,383,3,13633,300000,1629200400,95,2.46724486351,-7.661655902862,-0.03195263817906
4908,349,3,14026,300000,1629200700,96,2.432020664215,-7.307918071746,-0.03287385776638
5134,364,3,14102,300000,1629201000,96,2.573521137237,-7.663760662078,-0.04406936466693
5103,373,3,13663,300000,1629201300,98,2.555677175521,-7.648070812225,-0.01067481935024
4258,312,3,13637,300000,1629201600,99,2.488780260086,-6.7263250351,-0.02130912430584
4387,321,3,13662,300000,1629201900,99,2.472576856613,-6.83871269226,-0.02134779654443
3720,276,3,13474,300000,1629202200,99,2.520186185836,-6.177861690521,-0.06315946578979
4460,326,3,13644,300000,1629202500,100,2.483173131942,-6.9114985466,-0.03198026493191
7312,524,3,13937,300000,1629202800,100,-0.00704545807093,-7.27260351181,-0.03266530483961
4212,308,3,13647,300000,1629203100,100,2.483602046966,-6.664331436157,-0.03198578581213
3990,292,3,13649,300000,1629203400,100,2.470124244689,-6.439572334289,-0.02132662013173
3346,244,3,13710,300000,1629203700,100,2.446561574935,-5.718112945556,-0.07497832924127
3914,280,3,13959,300000,1629204000,100,2.491042375564,-6.43874502182,0.03271778672933
6873,492,3,13957,300000,1629204300,100,0.01411176938563,-6.919916629791,0.03271364793181
3514,258,3,13580,300000,1629204600,100,2.457753419876,-5.90900850296,-0.06365943700075
3861,281,3,13716,300000,1629204900,100,2.433745384216,-6.252077102661,-0.04286317154765
3668,266,3,13739,300000,1629205200,100,2.285123348236,-5.9534201622,0.0
3897,282,3,13803,300000,1629205500,100,1.472323298454,-5.369653224945,0.0
3467,252,3,13717,300000,1629205800,100,1.019392371177,-4.465159893035,-0.02143434807658
3763,273,3,13757,300000,1629206100,100,0.688505470753,-4.419286727905,-0.03224406018853
3567,260,3,13715,300000,1629206400,100,0.499186933041,-4.034096241,-0.0321446172893
3672,266,3,13785,300000,1629206700,100,0.383289426565,-4.055306434631,0.0
3491,254,3,13730,300000,1629207000,100,0.284576803446,-3.765006303787,-0.01072684209793
3589,261,3,13707,300000,1629207300,100,0.04850704222917,-3.627051353454,-0.01070934720337
3403,248,3,13706,300000,1629207600,100,0.23558539152145,-3.585733890533,-0.05354212969541
3609,261,3,13781,300000,1629207900,100,0.02786606736481,-3.594136953353,-0.04306573793292
3533,256,3,13786,300000,1629208200,100,0.04181696847081,-3.543403148651,-0.03231311589479
3343,243,3,13756,300000,1629208500,100,0.05563203990459,-3.431217193603,0.03224129602313
3434,249,3,13784,300000,1629208800,100,0.00696830404922,-3.409388780593,-0.03230759128928
3413,247,3,13770,300000,1629209100,100,0.02784461900591,-3.365968465805,-0.075307033956
3223,234,3,13733,300000,1629209400,100,0.00694238767028,-3.230042696,0.0
3197,232,3,13739,300000,1629209700,100,0.00694566452876,-3.193810462951,-0.01073420792818
3150,229,3,13714,300000,1629210000,100,0.03466426953673,-3.14257979393,-0.04285764694213
3153,230,3,13707,300000,1629210300,100,0.0,-3.089183807373,-0.06425332278013
3273,237,3,13785,300000,1629210600,100,-0.00696889963001,-3.256203889846,-0.01077011693269
3162,229,3,13770,300000,1629210900,100,0.00696115475148,-3.158630609512,-0.01075814757496
3040,221,3,13740,300000,1629211200,100,0.05556769669055,-3.074852228164,-0.02146933786571
2938,214,3,13710,300000,1629211500,100,0.04158639907836,-2.969622612,-0.01071164943277
2922,213,3,13706,300000,1629211800,100,0.02078605256974,-2.943305015563,0.0
2346,174,3,13445,300000,1629212100,100,0.03398507460951,-2.338173151016,-0.0420179143548
1598,120,3,13278,300000,1629212400,100,0.01342482864856,-1.5908421278,-0.02074746228754
1496,113,3,13229,300000,1629212700,100,0.05350151658058,-1.498042464256,-0.05167759954929
1280,97,3,13194,300000,1629213000,100,0.00666981562972,-1.287274241447,0.0
1131,85,3,13171,300000,1629213300,100,0.00665819784626,-1.158526301383,0.02057988382875
1088,82,1,13152,300000,1629213600,100,0.039891988039,-1.077083706855,-0.05137604475021
912,69,1,13124,300000,1629213900,100,0.0,-0.902314305305,-0.01025357190519
835,63,1,13108,300000,1629214200,100,0.01325324364006,-0.828327596187,-0.02048228494822
755,57,1,13082,300000,1629214500,100,0.03306756541132,-0.727486431598,-0.06132530793547
474,36,1,13046,300000,1629214800,100,0.01319008972495,-0.488033264875,0.0
219,16,1,13004,300000,1629215100,100,0.03944514691829,-0.269541859627,0.01016011461615
177,13,1,12980,300000,1629215400,100,-0.03280989080667,-0.12467758357524,-0.02028247900307
142,10,1,12960,300000,1629215700,100,-0.0065515525639,-0.0851701721549,-0.05062563344836
52,4,1,12940,300000,1629216000,100,0.00654172152281,-0.03925032541155,-0.02021986618638
20,1,1,12933,300000,1629216300,100,0.02615258842706,-0.02615258842706,-0.020208818838
30,2,1,12927,300000,1629216600,100,0.01960550248622,0.0,-0.05049902573227
52,4,1,12923,300000,1629216900,100,-0.0130655709654,-0.01959835365414,-0.02019224502146
19,1,1,12922,300000,1629217200,100,0.0,-0.01959745958447,0.0
53,4,1,12920,300000,1629217500,100,0.00653129536658,-0.01959388330578,-0.0403752774
-6,0,1,12913,300000,1629217800,100,0.00652772095054,0.0,0.0
36,2,1,12910,300000,1629218100,100,-0.00652652978897,0.0,-0.03025936521589
39,3,1,12908,300000,1629218400,99,-0.01305067632347,-0.00652533816174,-0.0201692264527
29,2,1,12905,300000,1629218700,99,-0.01304829120635,-0.00652414560318,-0.01008277013897
43,3,1,12902,300000,1629219000,99,0.03261179104447,-0.02608943730592,-0.050400044769
99,7,1,12900,300000,1629219300,99,0.00652116723358,-0.04564816877245,-0.0604690015316
-7876,-622,1,12643,300000,1629219600,99,7.944368362426,-0.03834771364927,-0.02963232807815
-8132,-644,1,12624,300000,1629219900,99,8.187788963317,-0.0063817538321,-0.04931354895234
-9396,-747,1,12573,300000,1629220200,99,9.457927703857,-0.0317806713283,-0.02946935035288
-8330,-662,1,12580,300000,1629220500,99,8.420254707336,-0.05087767913937,-0.03931456804275
-8321,-661,1,12582,300000,1629220800,99,8.364192962646,-0.01272120606154,-0.02949006855487
-8352,-663,1,12578,300000,1629221100,99,8.412712097167,-0.05087053030729,-0.00982726085931
-8284,-658,1,12579,300000,1629221400,99,8.355875015258,-0.03179556503891,-0.03931088373064
-8275,-658,1,12574,300000,1629221700,99,8.36545753479,-0.05085384845733,-0.0392961539328
-7323,-581,1,12587,300000,1629222000,99,7.3810634613,-0.0572668723762,0.0
-7248,-575,1,12585,300000,1629222300,99,7.34821653366,-0.06998301297426,-0.02949697524309
-7335,-583,1,12579,300000,1629222600,99,7.382930755615,-0.05723201483488,0.00982772093266
-8232,-655,1,12561,300000,1629222900,99,8.2611913681,-0.019049635157,-0.00981344934552
-8307,-661,1,12549,300000,1629223200,99,8.323224067687,-0.02537568472325,0.00980424135923
-7855,-625,1,12556,300000,1629223500,99,7.864546775817,-0.03808497264981,0.02942929975688
-8781,-700,1,12538,300000,1629223800,99,8.8291978836,-0.05704434216022,0.00979549437761
-9093,-725,1,12527,300000,1629224100,99,9.157371521,-0.04433029517531,-0.01957441680133
-8752,-698,1,12525,300000,1629224400,99,8.832731246948,-0.03165853396058,-0.04892683029174
-8718,-696,1,12516,300000,1629224700,99,8.7885351181,-0.05061791464686,-0.01955692097544
-8746,-699,1,12511,300000,1629225000,99,8.797874450683,-0.01264971215277,-0.03909910842776
-8692,-694,1,12507,300000,1629225300,99,8.769682884216,-0.03793662413954,-0.03908621892333
-8688,-695,1,12501,300000,1629225600,99,8.746178627014,-0.03791696205735,-0.01953298226
-8648,-691,1,12498,300000,1629225900,99,8.744116783142,-0.05686203390359,-0.03905675560235
-8679,-694,1,12494,300000,1629226200,99,8.772810935974,-0.04421143233776,-0.04880482703447
-8731,-699,1,12488,300000,1629226500,99,8.74973487854,-0.0568164512515,0.03902544826269
-8633,-691,1,12484,300000,1629226800,99,8.696768760681,-0.04417806863784,-0.01950719952583
-8567,-686,1,12476,300000,1629227100,99,8.6405658722,-0.04414887726306,-0.02924146875739
-9451,-758,1,12458,300000,1629227400,99,9.509598732,-0.01889324188232,-0.038931529969
-9923,-797,1,12444,300000,1629227700,99,9.958487510681,-0.00629089633003,-0.02916688285768
-10016,-805,1,12436,300000,1629228000,99,10.090193748474,-0.02514690347015,-0.04857924208045
-5959,-476,1,12507,300000,1629228300,99,5.974736690521,-0.04425730928778,0.0293132867664
-5946,-475,1,12503,300000,1629228600,99,6.0046505928,-0.01896205544471,-0.03907332941889
-5913,-473,1,12500,300000,1629228900,99,6.028512477874,-0.05687275528907,-0.05859618261456
-5917,-473,1,12494,300000,1629229200,99,5.987773418426,-0.03158108145,-0.03904570266604
-6291,-503,1,12492,300000,1629229500,99,6.365544795989,-0.02526010200381,-0.04879792034626
-5947,-476,1,12485,300000,1629229800,99,5.9961605072,-0.01893524266779,-0.02926355972886
-5892,-472,1,12483,300000,1629230100,99,5.950855255126,-0.01893167011439,-0.03901071473956
-5868,-470,1,12478,300000,1629230400,99,5.954916000366,-0.03784904256463,-0.04874498024582
-5909,-473,1,12475,300000,1629230700,99,5.928282737731,-0.01892005093395,0.0
-5943,-476,1,12474,300000,1629231000,99,5.959253788,-0.00630608899519,-0.00974577385932
-5924,-474,1,12471,300000,1629231300,99,5.907408237457,-0.01260919775813,0.02923041395843
-5768,-462,1,12468,300000,1629231600,99,5.899431705474,-0.06302811950445,-0.06818497180938
-5858,-469,1,12468,300000,1629231900,99,5.899431705474,-0.050422500819,0.00974070932716
-5832,-468,1,12459,300000,1629232200,99,5.864034175872,-0.03149320185184,0.0
-5775,-463,1,12461,300000,1629232500,99,5.858567237854,-0.04409674182534,-0.03894257918
-5745,-461,1,12451,300000,1629232800,99,5.8349738121,-0.03147235140204,-0.05836690962314
-6866,-552,1,12432,300000,1629233100,99,6.882006168365,-0.02513975277543,0.00971308629959
-6864,-551,1,12440,300000,1629233400,99,6.924307823181,-0.05031286925077,-0.00971953105181
-5805,-466,1,12443,300000,1629233700,99,5.900580883026,-0.05661537870764,-0.03888733312487
-5768,-463,1,12438,300000,1629234000,99,5.828898906707,-0.05030333995819,-0.0097176907584
-5703,-458,1,12435,300000,1629234300,99,5.802097320556,-0.05028903856873,-0.04857463762164
-6828,-550,1,12412,300000,1629234600,99,6.9085650444,-0.03137404471635,-0.04848716408014
-6997,-564,1,12404,300000,1629234900,99,7.067009449,-0.05016511306166,-0.01938197575509
-6997,-564,1,12402,300000,1629235200,99,7.047194004058,-0.05015797168016,0.0
-7006,-565,1,12397,300000,1629235500,99,7.050447463989,-0.04386945068836,0.0
-6987,-563,1,12392,300000,1629235800,99,7.059959411621,-0.04385068267583,-0.02904395759105
-6957,-561,1,12387,300000,1629236100,99,7.001248836517,-0.04383608698844,0.0
-6908,-557,1,12387,300000,1629236400,99,7.0071773529,-0.05009600520133,-0.04838818311691
-6951,-561,1,12383,300000,1629236700,99,6.986064910888,-0.04381940513849,0.00967441406101
-6830,-551,1,12381,300000,1629237000,99,6.909958839416,-0.03129510581493,-0.04836516082286
-6874,-555,1,12374,300000,1629237300,99,6.887246608734,-0.01251089479774,0.0
-6844,-553,1,12371,300000,1629237600,99,6.898115158081,-0.02501583099365,-0.02899562194943
-6888,-557,1,12366,300000,1629237900,99,6.920162677764,-0.03125638142228,0.0
-6839,-553,1,12362,300000,1629238200,99,6.924433231353,-0.05624539405107,-0.02897490374743
-6871,-555,1,12362,300000,1629238500,99,6.911933898925,-0.03124744258821,-0.00965830124914
-6882,-557,1,12355,300000,1629238800,99,6.939209938049,-0.03747548162937,-0.01930555328726
-6820,-552,1,12350,300000,1629239100,99,6.899101734161,-0.04994825273752,-0.02894728071987
-6839,-553,1,12345,300000,1629239400,99,6.90862083435,-0.049926802516,-0.01928990148007
-6822,-552,1,12343,300000,1629239700,99,6.882343292236,-0.03119828924536,-0.02892932668328
-6804,-551,1,12339,300000,1629240000,99,6.873804569244,-0.04990058392286,-0.01927977055311
-6799,-551,1,12331,300000,1629240300,99,6.882004737854,-0.043635904789,-0.03853560611605
-6766,-548,1,12331,300000,1629240600,99,6.8386964798,-0.04363799095153,-0.02890308573842
-6778,-549,1,12325,300000,1629240900,99,6.847563266754,-0.049845777452,-0.01925859414041
-6728,-546,1,12322,300000,1629241200,99,6.852155208587,-0.05606308206915,-0.06738896667957
-6774,-549,1,12317,300000,1629241500,99,6.812172412872,-0.03736109286546,0.0
-6715,-545,1,12313,300000,1629241800,99,6.78466796875,-0.03112232871353,-0.03847851976752
-6744,-547,1,12313,300000,1629242100,99,6.778442859649,-0.04357126355171,0.00961962994188
-6675,-542,1,12309,300000,1629242400,99,6.757828235626,-0.04355875030159,-0.0384674668312
-6654,-540,1,12303,300000,1629242700,99,6.735610961914,-0.06219401210546,-0.01922360621392
-6676,-543,1,12294,300000,1629243000,99,6.774602413177,-0.04972185567021,-0.04802678897976
