Time_s,Bat_V,Dcdc_A,Grid_A,Grid_V,Grid_W,Load_W,RSSI_dB,SOC_pct,Solar_V,Solar_W,UsbInfo,ChgState,GridInfo,Int_degC,LoadInfo,ErrorFlags,ResetReason,BatUsable_Ah,DeepDisCount,FullChgCount,BatChgTotal_Wh,BatDisTotal_Wh,CommErrorFlags,LoadOutTotal_mWh,SolarInTotal_mWh,GridExportTotal_mWh,GridImportTotal_mWh
1628694300,12.3991613388,,-0.00323840789497,11.9649477005,-0.03874738141894,0.20684261620044,-85,67,1.01439666748,0,1,1,1,29.5307922363,1,0,,0,0,1,0,0,0,421,376,0,0
1628694600,12.397982597351,,-0.00161905004643,11.9649477005,-0.01937184855341,-0.02506945095956,-85,67,1.014018058776,0,1,1,1,29.5307922363,1,0,,0,0,1,0,0,0,425,376,0,0
1628694900,12.397982597351,,0.0016198359662666,11.959141731262,0.01937184855341,-0.03133681043982,-85,67,1.014018058776,0,1,1,1,29.2961883545,1,0,,0,0,1,0,0,0,429,376,0,0
1628695200,12.393857002258,,-0.00566547596827,11.963497161865,-0.06777890771627,0.01253055501729,-91,66,1.012295722961,0,1,1,1,29.2961883545,1,0,,0,0,1,0,0,0,435,376,0,0
1628695500,12.39444732666,,-0.0024287663400173,11.960594177246,-0.0290494877845,-0.01253115106374,-91,66,1.012886047363,0,1,1,1,29.2961883545,1,0,,0,0,1,0,0,0,439,376,0,0
1628695800,12.3932685852,,-0.00809905026108,11.954786300659,-0.09682241827249,0.01252995990216,-93,66,1.013309478759,0,1,1,1,29.2961883545,1,0,,0,0,1,0,0,0,443,376,0,0
1628696100,12.3909111023,,0.00242807320319,11.960594177246,0.02904119901359,-0.01879136264324,-89,66,1.012554168701,0,1,1,1,29.061584472656,1,0,,0,0,1,0,0,0,448,376,0,0
1628696400,12.3909111023,,0,11.956238746643,0,-0.01879136264324,-93,66,1.010151863098,0,1,1,1,29.061584472656,1,0,,0,0,1,0,0,0,452,376,0,0
1628696700,12.387964248657,,-0.0016204942949116,11.944623947143,-0.01935619488358,-0.00626229867339,-93,66,1.013612747192,0,1,1,1,29.061584472656,1,0,,0,0,1,0,0,0,461,376,0,0
1628697000,12.385607719421,,0.00161979231052,11.947526931762,0.01935251243412,0.075133278966,-89,66,1.011256217956,0,1,1,1,28.8269786835,1,0,,0,0,1,0,0,0,469,376,0,0
1628697300,12.387374877929,,0.00080981478095,11.95043182373,0.00967763643711,-0.01878600008785,-87,66,1.013023376464,0,1,1,1,28.8269786835,1,0,,0,0,1,0,0,0,475,376,0,0
1628697600,12.3891429901,,-0.00162025471218,11.947526931762,-0.01935803703963,-0.02505157701671,-87,66,1.012389183044,0,1,1,1,28.8269786835,1,0,,0,0,1,0,0,0,481,376,0,0
1628697900,12.386196136474,,-0.0024292133748531,11.95043182373,-0.02903014793992,0,-85,66,1.011844635009,0,1,1,1,28.8269786835,1,0,,0,0,1,0,0,0,486,376,0,0
1628698200,12.383839607238,,0,11.947526931762,0,0.01252042688429,-89,66,1.009488105773,0,1,1,1,28.8269786835,1,0,,0,0,1,0,0,0,492,376,0,0
1628698500,12.383839607238,,-0.0008098788675852,11.946076393127,-0.00967487506568,0.05008170753717,-87,66,1.0110912323,0,1,1,1,28.592374801635,1,0,,0,0,1,0,0,0,500,376,0,0
1628698800,12.383839607238,,0.00161975773517,11.946076393127,0.01934975013136,0.01252042688429,-91,65,1.011891365051,0,1,1,1,28.592374801635,1,0,,0,0,1,0,0,0,508,376,0,0
1628699100,12.3832502365,,-0.0024304070975631,11.941720962524,-0.02902324311435,0.01251983083784,-85,65,1.012904167175,0,1,1,1,28.3577709198,1,0,,0,0,1,0,0,0,516,376,0,0
1628699400,12.383839607238,,-0.0040498864837,11.944623947143,-0.04837436974048,0,-93,65,1.012693405151,0,1,1,1,28.592374801635,1,0,,0,0,1,0,0,0,522,376,0,0
1628699700,12.3850183487,,-0.0008100544800981,11.944623947143,-0.00967579614371,0.00626080902293,-87,65,1.011467933654,0,1,1,1,28.592374801635,1,0,,0,0,1,0,0,0,528,376,0,0
1628700000,12.382661819458,,-0.000809998717159,11.9431734085,-0.00967395491898,-0.01877885125577,-87,65,1.01151561737,0,1,1,1,28.3577709198,1,0,,0,0,1,0,0,0,535,376,0,0
1628700300,12.380893707275,,-0.0032399261835962,11.941720962524,-0.0386902950704,0.01251744851469,-85,65,1.011348724365,0,1,1,1,28.3577709198,1,0,,0,0,1,0,0,0,540,376,0,0
1628700600,12.382661819458,,-0.000809998717159,11.9431734085,-0.00967395491898,0.01251923572272,-83,65,0.695093154907,0,1,1,1,28.3577709198,1,0,,0,0,1,0,0,0,545,376,0,0
1628700900,12.380893707275,,-0.00567055959254,11.9402704239,-0.06770801544189,0,-85,65,0.694127082825,0,1,1,1,28.592374801635,1,0,,0,0,1,0,0,0,553,376,0,0
1628701200,12.378536224365,,0.00161985133309,11.9402704239,0.01934146322309,-0.00625753263011,-87,65,0.692569732666,0,1,1,1,28.3577709198,1,0,,0,0,1,0,0,0,559,376,0,0
1628701500,12.320786476135,,0,11.8938150406,0,-0.01868501491844,-87,64,0.69009399414,0,1,1,1,28.3577709198,1,0,,0,0,1,0,0,0,690,376,0,0
1628701800,12.234160423278,,0,11.793646812438,0,5.250680923461,-89,63,0.689182281494,0,1,1,1,28.3577709198,1,0,,0,0,1,0,0,0,962,376,0,0
1628702100,12.220607757568,,-0.00405065808445,11.7849369049,-0.047736749053,5.516683101654,-85,63,0.683639526367,0,1,1,1,28.3577709198,1,0,,0,0,1,0,1,0,1396,376,0,0
1628702400,12.173464775085,,0.0016201998805627,11.7399339676,0.01902103982865,7.9877166748,-87,63,0.683759689331,0,1,1,1,28.3577709198,1,0,,0,0,1,0,1,0,1788,376,0,0
1628702700,12.173464775085,,-0.0008097995305433,11.7442893982,-0.00951051991432,7.556946754455,-87,63,0.685362815857,0,1,1,1,28.3577709198,1,0,,0,0,1,0,2,0,2325,376,0,0
1628703000,12.1221961975,,-0.00162079173606,11.686221122741,-0.01894093118607,10.1356267929,-95,63,0.682958602905,0,1,1,1,28.123167037963,1,0,,0,0,1,0,2,0,3035,376,0,0
1628703300,12.113357543945,,-0.00486305914819,11.6760597229,-0.05678137019276,10.324187278747,-89,63,0.680528640747,0,1,1,1,28.123167037963,1,0,,0,0,1,0,3,0,3841,376,0,0
1628703600,12.1145362854,,-0.00243055750616,11.681865692138,-0.02839344553649,9.645420074462,-91,63,0.679304122925,0,1,1,1,28.123167037963,1,0,,0,0,1,0,4,0,4611,376,0,0
1628703900,12.1027507782,,-0.002431214088574,11.6673488617,-0.02836582250893,9.636036872863,-89,63,0.676330566406,0,1,1,1,27.888563156127,1,0,,0,0,1,0,5,0,5369,376,0,0
1628704200,12.093321800231,,-0.0008105801534838,11.655735969543,-0.00944790802896,9.628529548645,-89,63,0.679718017578,0,1,1,1,28.123167037963,1,0,,0,0,1,0,5,0,6133,376,0,0
1628704500,12.083893775939,,-0.00405226415023,11.648477554321,-0.047202706337,9.535502433776,-89,63,0.68470954895,0,1,1,1,28.123167037963,1,0,,0,0,1,0,6,0,6886,376,0,0
1628704800,12.0809469223,,0.0016219255048781,11.6383152008,0.01887647993862,9.496534347534,-93,63,0.685768127441,0,1,1,1,28.123167037963,1,0,,0,0,1,0,7,0,7638,376,0,0
1628705100,12.07033920288,,-0.00405327603221,11.632507324218,-0.04714976251125,9.561416625976,-97,63,0.683171272278,0,1,1,1,27.888563156127,1,0,,0,0,1,0,8,0,8393,376,0,0
1628705400,12.060321807861,,0,11.617991447448,0,9.419354438781,-97,63,0.682765960693,0,1,1,1,27.888563156127,1,0,,0,0,1,0,8,2048,9137,376,0,0
1628705700,12.053839683532,,-0.0008108625770546,11.613636016845,-0.00941706262528,9.34726524353,-95,63,0.678688049316,0,1,1,1,28.123167037963,1,0,,0,0,1,0,9,0,9871,376,0,0
1628706000,12.0314464569,,0,11.5933122635,0,9.907696723937,-87,63,0.681127548218,0,1,1,1,27.888563156127,1,0,,0,0,1,0,10,0,10623,376,0,0
1628706300,12.022017478942,,-0.0040552681312,11.580246925354,-0.04696100577712,9.863468170166,-87,63,0.679708480835,0,1,1,1,27.888563156127,1,0,,0,0,1,0,11,0,11397,376,0,0
1628706600,12.014946937561,,-0.00081088161096,11.57589149475,-0.00938667729497,9.857667922973,-89,63,0.682250976562,0,1,1,1,27.888563156127,1,0,,0,0,1,0,11,0,12190,376,0,0
1628706900,11.999626159667,,0,11.5613746643,0,9.8754272461,-87,63,0.679747581482,0,1,1,1,27.888563156127,1,0,,0,0,1,0,12,0,12978,376,0,0
1628707200,11.995500564575,,0.0008108911570161,11.5570192337,0.00937148462981,9.72649860382,-87,63,0.679627418518,0,1,1,1,27.888563156127,1,0,,0,0,1,0,13,0,13749,376,0,0
1628707500,11.985483169555,,0.00324289267883,11.549760818481,0.03745463490486,9.627492904663,-87,63,0.677620887756,0,1,1,1,27.888563156127,1,0,,0,0,1,0,14,0,14502,376,0,0
1628707800,11.978410720825,,0.0008107542525976,11.542502403259,0.00935813318938,9.615756988525,-87,63,0.677757263183,0,1,1,1,27.888563156127,1,0,,0,0,1,0,14,0,15270,376,0,0
1628708100,11.971340179443,,-0.00405392795801,11.535243988037,-0.04676304757595,9.555616378784,-87,63,0.680299758911,0,1,1,1,27.888563156127,1,0,,0,0,1,0,15,0,16026,376,0,0
1628708400,11.9607334137,,-0.00162217603065,11.5207271576,-0.01868864707648,9.474593162536,-87,63,0.679306030273,0,1,1,1,27.6539592743,1,0,,0,0,1,0,16,0,16774,376,0,0
1628708700,11.983715057373,,-0.0016218186356127,11.545406341552,-0.01872455514967,7.687530994415,-87,63,0.68145942688,0,1,1,1,27.6539592743,1,0,,0,0,1,0,17,0,17427,376,0,0
1628709000,11.981357574462,,-0.00324340676889,11.543954849243,-0.03744174167513,7.619393825531,-89,63,0.67910194397,0,1,1,1,27.6539592743,1,0,,0,0,1,0,17,0,18030,376,0,0
1628709300,11.994911193847,,0,11.558470726013,0,6.548692703247,-87,63,0.674231529236,0,1,1,1,27.6539592743,1,0,,0,0,1,0,18,0,18623,376,0,0
1628709600,11.988429069519,,-0.001621437142603,11.552664756774,-0.01873192004859,6.417886257171,-91,63,0.675760269165,0,1,1,1,27.888563156127,1,0,,0,0,1,0,18,0,19132,376,0,0
1628709900,11.961911201477,,-0.001623153919354,11.51492023468,-0.01869048736989,7.516324043273,-85,63,0.678080558777,0,1,1,1,27.888563156127,1,0,,0,0,1,0,19,0,19700,376,0,0
1628710200,11.9348039627,,-0.0024341233074665,11.491692543029,-0.02797219716012,8.585269927978,-85,63,0.675806045532,0,1,1,1,27.888563156127,1,0,,0,0,1,0,20,0,20354,376,0,0
1628710500,11.929499626159,,-0.00162243761588,11.4887895584,-0.01863984391093,8.617638587951,-89,63,0.673707008362,0,1,1,1,27.888563156127,1,0,,0,0,1,0,20,0,21014,376,0,0
1628710800,11.948946952819,,-0.0016224172431975,11.507661819458,-0.01867022924125,7.109513282775,-89,63,0.674729347229,0,1,1,1,27.888563156127,1,0,,0,0,1,0,21,0,21560,376,0,0
1628711100,11.943054199218,,0.00405660178512,11.500403404235,0.04665255546569,7.087895393371,-89,63,0.674443244934,0,1,1,1,27.888563156127,1,0,,0,0,1,0,21,0,22099,376,0,0
1628711400,11.937161445617,,-0.00486674904823,11.497499465942,-0.05595544353127,7.120604038238,-89,63,0.673357963562,0,1,1,1,27.888563156127,1,0,,0,0,1,0,22,0,22641,376,0,0
1628711700,11.938928604125,,0,11.503306388854,0,6.650904655456,-89,63,0.672721862793,0,1,1,1,27.888563156127,1,0,,0,0,1,0,22,0,23178,376,0,0
1628712000,11.938928604125,,-0.0032445699907839,11.498950958251,-0.03730915114283,6.252574920654,-89,63,0.671119689941,0,1,1,1,27.888563156127,1,0,,0,0,1,0,23,0,23689,376,0,0
1628712300,11.9448223114,,-0.0024337070062756,11.503306388854,-0.02799567766487,6.334159374237,-89,63,0.671405792236,0,1,1,1,28.123167037963,1,0,,0,0,1,0,23,0,24169,376,0,0
1628712600,11.943642616271,,-0.00405628979206,11.501854896545,-0.0466548576951,5.705614089965,-89,63,0.671828269958,0,1,1,1,28.123167037963,1,0,,0,0,1,0,24,0,24631,376,0,0
1628712900,11.940107345581,,0,11.498950958251,0,5.5469918251,-89,63,0.673099517822,0,1,1,1,27.888563156127,1,0,,0,0,1,0,24,0,25078,376,0,0
1628713200,11.9406967163,,0.0016223205020651,11.500403404235,0.01865733973681,5.4144692421,-89,63,0.671285629272,0,1,1,1,27.888563156127,1,0,,0,0,1,0,25,0,25514,376,0,0
1628713500,11.9406967163,,-0.00243348069489,11.500403404235,-0.02798601053655,5.360143184661,-89,63,0.669683456421,0,1,1,1,27.888563156127,1,0,,0,0,1,0,25,0,25944,376,0,0
1628713800,11.9365720749,,-0.00567831099033,11.496047973632,-0.06527813524007,5.231575012207,-89,63,0.673568725586,0,1,1,1,27.888563156127,1,0,,0,0,1,0,26,0,26364,376,0,0
1628714100,11.938340187072,,-0.0016224099090322,11.497499465942,-0.01865365728735,5.159930706024,-89,63,0.674536705017,0,1,1,1,27.888563156127,1,0,,0,0,1,0,26,0,26776,376,0,0
1628714400,11.9365720749,,-0.0040564481169,11.494596481323,-0.04662723466753,5.122961521148,-89,63,0.674370765686,0,1,1,1,27.888563156127,1,0,,0,0,1,0,26,0,27187,376,0,0
1628714700,11.933625221252,,-0.000811191916,11.493144035339,-0.00932314526289,5.055337905883,-89,63,0.676229476929,0,1,1,1,27.888563156127,1,0,,0,0,1,0,27,0,27587,376,0,0
1628715000,11.931267738342,,-0.0024343247059732,11.4873380661,-0.02796391025185,5.012118816375,-89,63,0.671469688415,0,1,1,1,27.888563156127,1,0,,0,0,1,0,27,0,27987,376,0,0
1628715300,11.93774986267,,-0.0008110624621622,11.498950958251,-0.009326367639,4.707071781158,-89,63,0.673946380615,0,1,1,1,27.888563156127,1,0,,0,0,1,0,28,0,28361,376,0,0
1628715600,11.937161445617,,-0.0024336818605661,11.496047973632,-0.02797772362828,4.652530193328,-91,63,0.673357963562,0,1,1,1,27.6539592743,1,0,,0,0,1,0,28,0,28718,376,0,0
1628715900,11.9406967163,,-0.0008114675292745,11.496047973632,-0.00932866986841,4.527148246765,-89,63,0.672085762024,0,1,1,1,27.6539592743,1,0,,0,0,1,0,28,0,29039,376,0,0
1628716200,11.9306793213,,-0.00324560585432,11.4873380661,-0.037283372134,4.656034946441,-89,63,0.672483444214,0,1,1,1,27.6539592743,1,0,,0,0,1,0,29,0,29406,376,0,0
1628716500,11.927732467651,,-0.0040560052730143,11.4873380661,-0.04659270495176,4.703122138977,-89,63,0.677547454834,0,1,1,1,27.6539592743,1,0,,0,0,1,0,29,0,29773,376,0,0
1628716800,11.924786567687,,-0.00243361759931,11.4844341278,-0.02794872038066,4.720045089721,-89,63,0.675401687622,0,1,1,1,27.6539592743,1,0,,0,0,1,0,29,0,30148,376,0,0
1628717100,11.927143096923,,0,11.4844341278,0,4.588332176208,-89,62,0.676156044006,0,1,1,1,27.6539592743,1,0,,0,0,1,0,30,0,30498,376,0,0
1628717400,11.9448223114,,0,11.501854896545,0,3.520318984985,-89,62,0.673007965088,0,1,1,1,27.419355392456,1,0,,0,0,1,0,30,0,30812,376,0,0
1628717700,11.946590423583,,-0.0008110487251542,11.507661819458,-0.00933327432721,3.502722263336,-89,62,0.673173904419,0,1,1,1,27.6539592743,1,0,,0,0,1,0,30,0,31092,376,0,0
1628718000,11.9424648285,,-0.00649106223136,11.498950958251,-0.0746404081583,3.4894387722,-89,62,0.672252655029,0,1,1,1,27.419355392456,1,0,,0,0,1,0,31,0,31368,376,0,0
1628718300,11.941875457763,,-0.00081134273205,11.498950958251,-0.00932959001511,3.477192878723,-89,62,0.673264503479,0,1,1,1,27.419355392456,1,0,,0,0,1,0,31,0,31666,376,0,0
1628718600,11.941286087036,,0.00081109785242,11.501854896545,0.00932912994176,3.458911895751,-89,62,0.673477172851,0,1,1,1,27.6539592743,1,0,,0,0,1,0,31,0,31943,376,0,0
1628718900,11.937161445617,,-0.0008113296935334,11.494596481323,-0.00932590756565,3.439613819122,-89,62,0.674158096313,0,1,1,1,27.419355392456,1,0,,0,0,1,0,31,0,32218,376,0,0
1628719200,11.9088754654,,0.00324500561692,11.468465805053,0.03721523657441,4.497023105621,-89,62,0.673109054565,0,1,1,1,27.419355392456,1,0,,0,0,1,0,32,0,32540,376,0,0
1628719500,11.9047498703,,-0.0008109703776426,11.468465805053,-0.00930058583617,4.850528717041,-89,62,0.672187805176,0,1,1,1,27.419355392456,1,0,,0,0,1,0,32,0,32922,376,0,0
1628719800,11.8988571167,,-0.00324679678306,11.452496528625,-0.03718392923474,4.82406759262,-89,62,0.671901702881,0,1,1,1,27.419355392456,1,0,,0,0,1,0,32,0,33307,376,0,0
1628720100,11.897679328918,,-0.0008116188691928,11.452496528625,-0.00929506216198,4.835619449615,-89,62,0.673929214477,0,1,1,1,27.419355392456,1,0,,0,0,1,0,33,0,33687,376,0,0
1628720400,11.8935546875,,-0.00243401248008,11.452496528625,-0.02787552028894,4.821918010711,-89,62,0.673810005188,0,1,1,1,27.419355392456,1,0,,0,0,1,0,33,0,34068,376,0,0
1628720700,11.890018463134,,-0.0016228095628321,11.4481420517,-0.01857815496623,4.778409957885,-89,62,0.671875953674,0,1,1,1,27.419355392456,1,0,,0,0,1,0,34,0,34444,376,0,0
1628721000,11.894143104553,,0.0008114805095829,11.451045036315,0.00929229985922,4.431333065032,-89,62,0.674398422241,0,1,1,1,27.419355392456,1,0,,0,0,1,0,34,0,34803,376,0,0
1628721300,11.915946960449,,-0.0008109119371511,11.480079650878,-0.00930933374911,3.397359132766,-89,62,0.676976203918,0,1,1,1,27.419355392456,1,0,,0,0,1,0,34,0,35112,376,0,0
1628721600,11.894143104553,,0,11.451045036315,0,4.371206760406,-89,62,0.672795295715,0,1,1,1,27.419355392456,1,0,,0,0,1,0,35,0,35429,376,0,0
1628721900,11.8911972046,,-0.0008112794603221,11.451045036315,-0.00928999762982,4.448269367218,-91,62,0.670651435852,0,1,1,1,27.419355392456,1,0,,0,0,1,0,35,0,35738,376,0,0
1628722200,11.909463882446,,-0.0016223777784034,11.469917297363,-0.0186085384339,3.425612688064,-91,62,0.674498558044,0,1,1,1,27.419355392456,1,0,,0,0,1,0,35,0,36057,376,0,0
1628722500,11.908286094665,,-0.00486788386479,11.467014312744,-0.05582009255886,3.413234233856,-89,62,0.674121856689,0,1,1,1,27.419355392456,1,0,,0,0,1,0,36,0,36372,376,0,0
1628722800,11.887660980224,,-0.000811758567579,11.440883636474,-0.00928723532706,4.350796222686,-89,62,0.674324035644,0,1,1,1,27.419355392456,1,0,,0,0,1,0,36,0,36665,376,0,0
1628723100,11.907697677612,,0.0016225477447733,11.467014312744,0.01860577799379,3.37092924118,-89,62,0.673533439636,0,1,1,1,27.419355392456,1,0,,0,0,1,0,36,0,36985,376,0,0
1628723400,11.905929565429,,0,11.46411037445,0,3.4005215168,-89,62,0.674968719482,0,1,1,1,27.419355392456,1,0,,0,0,1,0,36,0,37255,376,0,0
1628723700,11.902981758117,,-0.0032446319237351,11.46411037445,-0.03719681873917,3.387645483016,-89,62,0.674425125122,0,1,1,1,27.419355392456,1,0,,0,0,1,0,37,0,37526,376,0,0
1628724000,11.901803970336,,-0.0008113859803415,11.459754943847,-0.00929828453809,3.375277042388,-91,62,0.674848556518,0,1,1,1,27.1847515106,1,0,,0,0,1,0,37,0,37794,376,0,0
1628724300,11.897679328918,,-0.00081141316332,11.455399513244,-0.00929506216198,3.398165225982,-91,62,0.673929214477,0,1,1,1,27.1847515106,1,0,,0,0,1,0,37,0,38064,376,0,0
1628724600,11.895911216735,,0.00162299652584,11.452496528625,0.0185873620212,3.722392320632,-91,62,0.672161102295,0,1,1,1,27.1847515106,1,0,,0,0,1,0,37,0,38336,376,0,0
1628724900,11.897089004516,,-0.0032463143579661,11.452496528625,-0.03717840462923,3.379954099655,-91,62,0.67253780365,0,1,1,1,27.1847515106,1,0,,0,0,1,0,38,0,38603,376,0,0
1628725200,11.891786575317,,-0.0016224337741732,11.452496528625,-0.018580917269,3.366424798965,-91,62,0.670438766479,0,1,1,1,27.1847515106,1,0,,0,0,1,0,38,0,38873,376,0,0
1628725500,11.8911972046,,-0.0016227646265178,11.449593544,-0.01857999525964,3.354235649108,-91,62,0.669849395752,0,1,1,1,27.1847515106,1,0,,0,0,1,0,38,0,39142,376,0,0
