batteryMilliAmps,batteryMilliWatts,isBatteryInFloat,batteryVoltage,samplePeriodMilliSec,timestamp,SOC_pct
60,830,3,13840,1000,2021-05-28 20:12:00+00:00,100.0
-30,-414,3,13810,1000,2021-05-28 20:12:01+00:00,100.0
-30,-413,3,13790,1000,2021-05-28 20:12:02+00:00,100.0
-30,-413,3,13780,1000,2021-05-28 20:12:03+00:00,100.0
430,5946,3,13830,1000,2021-05-28 20:12:04+00:00,100.0
-30,-412,3,13760,1000,2021-05-28 20:12:05+00:00,100.0
-30,-414,3,13800,1000,2021-05-28 20:12:06+00:00,100.0
-30,-413,3,13790,1000,2021-05-28 20:12:07+00:00,100.0
-30,-412,3,13750,1000,2021-05-28 20:12:13+00:00,100.0
-30,-412,3,13750,1000,2021-05-28 20:12:14+00:00,100.0
-40,-548,3,13700,1000,2021-05-28 20:12:15+00:00,100.0
-40,-546,3,13670,1000,2021-05-28 20:12:16+00:00,100.0
-30,-413,3,13770,1000,2021-05-28 20:12:21+00:00,100.0
-30,-412,3,13760,1000,2021-05-28 20:12:22+00:00,100.0
-40,-547,3,13680,1000,2021-05-28 20:12:23+00:00,100.0
-30,-413,3,13790,1000,2021-05-28 20:12:24+00:00,100.0
270,3723,3,13790,1000,2021-05-28 20:12:25+00:00,100.0
-30,-412,3,13760,1000,2021-05-28 20:12:26+00:00,100.0
-30,-413,3,13770,1000,2021-05-28 20:12:27+00:00,100.0
-40,-548,3,13720,1000,2021-05-28 20:12:28+00:00,100.0
400,5512,3,13780,1000,2021-05-28 20:12:29+00:00,100.0
-40,-552,3,13810,1000,2021-05-28 20:12:30+00:00,100.0
30,412,3,13760,1000,2021-05-28 20:12:31+00:00,100.0
350,4844,3,13840,1000,2021-05-28 20:12:32+00:00,100.0
-30,-413,3,13770,1000,2021-05-28 20:12:33+00:00,100.0
-40,-548,3,13710,1000,2021-05-28 20:12:34+00:00,100.0
-30,-410,3,13670,1000,2021-05-28 20:12:35+00:00,100.0
-30,-408,3,13630,1000,2021-05-28 20:12:36+00:00,100.0
50,691,3,13820,1000,2021-05-28 20:12:37+00:00,100.0
-40,-552,3,13800,1000,2021-05-28 20:12:38+00:00,100.0
-30,-412,3,13750,1000,2021-05-28 20:12:39+00:00,100.0
-30,-413,3,13780,1000,2021-05-28 20:12:40+00:00,100.0
-40,-548,3,13720,1000,2021-05-28 20:12:41+00:00,100.0
-40,-547,3,13680,1000,2021-05-28 20:12:42+00:00,100.0
-30,-409,3,13650,1000,2021-05-28 20:12:43+00:00,100.0
-40,-544,3,13610,1000,2021-05-28 20:12:44+00:00,100.0
-30,-408,3,13600,1000,2021-05-28 20:12:45+00:00,100.0
-40,-542,3,13570,1000,2021-05-28 20:12:46+00:00,100.0
-40,-542,3,13560,1000,2021-05-28 20:12:47+00:00,100.0
-30,-406,3,13550,1000,2021-05-28 20:12:48+00:00,100.0
440,6085,3,13830,1000,2021-05-28 20:12:49+00:00,100.0
460,6361,3,13830,1000,2021-05-28 20:12:50+00:00,100.0
-40,-550,3,13760,1000,2021-05-28 20:12:51+00:00,100.0
30,414,3,13820,1000,2021-05-28 20:12:52+00:00,100.0
-30,-412,3,13750,1000,2021-05-28 20:12:53+00:00,100.0
-40,-547,3,13690,1000,2021-05-28 20:12:54+00:00,100.0
-40,-550,3,13770,1000,2021-05-28 20:12:55+00:00,100.0
170,2346,3,13800,1000,2021-05-28 20:12:56+00:00,100.0
-30,-413,3,13770,1000,2021-05-28 20:12:57+00:00,100.0
-30,-411,3,13720,1000,2021-05-28 20:12:58+00:00,100.0
-30,-410,3,13670,1000,2021-05-28 20:12:59+00:00,100.0
-40,-545,3,13640,1000,2021-05-28 20:13:00+00:00,100.0
600,8292,3,13820,1000,2021-05-28 20:13:01+00:00,100.0
-30,-413,3,13770,1000,2021-05-28 20:13:02+00:00,100.0
-40,-548,3,13710,1000,2021-05-28 20:13:03+00:00,100.0
-20,-275,3,13790,1000,2021-05-28 20:13:04+00:00,100.0
70,967,3,13820,1000,2021-05-28 20:13:05+00:00,100.0
-30,-412,3,13740,1000,2021-05-28 20:13:07+00:00,100.0
-30,-411,3,13700,1000,2021-05-28 20:13:08+00:00,100.0
-30,-413,3,13780,1000,2021-05-28 20:13:09+00:00,100.0
80,1105,3,13820,1000,2021-05-28 20:13:10+00:00,100.0
60,829,3,13820,1000,2021-05-28 20:13:11+00:00,100.0
-30,-412,3,13750,1000,2021-05-28 20:13:12+00:00,100.0
-30,-411,3,13700,1000,2021-05-28 20:13:13+00:00,100.0
-30,-410,3,13670,1000,2021-05-28 20:13:14+00:00,100.0
390,5346,3,13710,1000,2021-05-28 20:13:15+00:00,100.0
-20,-276,3,13810,1000,2021-05-28 20:13:16+00:00,100.0
-40,-549,3,13740,1000,2021-05-28 20:13:17+00:00,100.0
340,4702,3,13830,1000,2021-05-28 20:13:18+00:00,100.0
-30,-413,3,13770,1000,2021-05-28 20:13:19+00:00,100.0
-30,-413,3,13790,1000,2021-05-28 20:13:20+00:00,100.0
-30,-412,3,13740,1000,2021-05-28 20:13:21+00:00,100.0
-10,-136,3,13690,1000,2021-05-28 20:13:22+00:00,100.0
-30,-412,3,13750,1000,2021-05-28 20:13:23+00:00,100.0
-40,-551,3,13780,1000,2021-05-28 20:13:24+00:00,100.0
-20,-274,3,13730,1000,2021-05-28 20:13:25+00:00,100.0
-30,-410,3,13680,1000,2021-05-28 20:13:26+00:00,100.0
-40,-545,3,13630,1000,2021-05-28 20:13:27+00:00,100.0
-40,-544,3,13620,1000,2021-05-28 20:13:28+00:00,100.0
-40,-543,3,13590,1000,2021-05-28 20:13:29+00:00,100.0
-20,-271,3,13580,1000,2021-05-28 20:13:30+00:00,100.0
-30,-406,3,13560,1000,2021-05-28 20:13:31+00:00,100.0
440,6085,3,13830,1000,2021-05-28 20:13:32+00:00,100.0
-30,-413,3,13780,1000,2021-05-28 20:13:33+00:00,100.0
-30,-413,3,13790,1000,2021-05-28 20:13:34+00:00,100.0
-30,-413,3,13790,1000,2021-05-28 20:13:35+00:00,100.0
-30,-412,3,13740,1000,2021-05-28 20:13:36+00:00,100.0
30,410,3,13680,1000,2021-05-28 20:13:37+00:00,100.0
-30,-413,3,13770,1000,2021-05-28 20:13:38+00:00,100.0
170,2346,3,13800,1000,2021-05-28 20:13:39+00:00,100.0
-30,-411,3,13730,1000,2021-05-28 20:13:40+00:00,100.0
-30,-410,3,13680,1000,2021-05-28 20:13:41+00:00,100.0
-30,-409,3,13650,1000,2021-05-28 20:13:42+00:00,100.0
400,5532,3,13830,1000,2021-05-28 20:13:43+00:00,100.0
390,5397,3,13840,1000,2021-05-28 20:13:44+00:00,100.0
-40,-550,3,13750,1000,2021-05-28 20:13:45+00:00,100.0
-30,-410,3,13690,1000,2021-05-28 20:13:46+00:00,100.0
-30,-409,3,13660,1000,2021-05-28 20:13:47+00:00,100.0
-30,-408,3,13620,1000,2021-05-28 20:13:48+00:00,100.0
-40,-544,3,13600,1000,2021-05-28 20:13:49+00:00,100.0
350,4774,3,13640,1000,2021-05-28 20:13:50+00:00,100.0
-30,-413,3,13790,1000,2021-05-28 20:13:51+00:00,100.0
-30,-413,3,13790,1000,2021-05-28 20:13:53+00:00,100.0
-40,-551,3,13780,1000,2021-05-28 20:13:54+00:00,100.0
-30,-414,3,13800,1000,2021-05-28 20:13:55+00:00,100.0
270,3720,3,13780,1000,2021-05-28 20:13:56+00:00,100.0
-40,-550,3,13770,1000,2021-05-28 20:13:57+00:00,100.0
-30,-414,3,13800,1000,2021-05-28 20:13:58+00:00,100.0
-30,-412,3,13760,1000,2021-05-28 20:13:59+00:00,100.0
-30,-413,3,13780,1000,2021-05-28 20:14:00+00:00,100.0
-30,-411,3,13730,1000,2021-05-28 20:14:01+00:00,100.0
-30,-413,3,13770,1000,2021-05-28 20:14:02+00:00,100.0
140,1925,3,13750,1000,2021-05-28 20:14:03+00:00,100.0
20,276,3,13820,1000,2021-05-28 20:14:04+00:00,100.0
-40,-550,3,13760,1000,2021-05-28 20:14:05+00:00,100.0
-40,-548,3,13700,1000,2021-05-28 20:14:06+00:00,100.0
-40,-546,3,13670,1000,2021-05-28 20:14:07+00:00,100.0
-30,-409,3,13640,1000,2021-05-28 20:14:08+00:00,100.0
-40,-544,3,13610,1000,2021-05-28 20:14:09+00:00,100.0
-30,-407,3,13590,1000,2021-05-28 20:14:10+00:00,100.0
-40,-542,3,13570,1000,2021-05-28 20:14:11+00:00,100.0
420,5808,3,13830,1000,2021-05-28 20:14:12+00:00,100.0
-30,-413,3,13790,1000,2021-05-28 20:14:13+00:00,100.0
-20,-276,3,13810,1000,2021-05-28 20:14:14+00:00,100.0
390,5397,3,13840,1000,2021-05-28 20:14:15+00:00,100.0
0,0,3,13750,1000,2021-05-28 20:14:16+00:00,100.0
-30,-413,3,13770,1000,2021-05-28 20:14:17+00:00,100.0
-30,-411,3,13710,1000,2021-05-28 20:14:18+00:00,100.0
-20,-273,3,13680,1000,2021-05-28 20:14:19+00:00,100.0
-30,-408,3,13630,1000,2021-05-28 20:14:20+00:00,100.0
-30,-408,3,13610,1000,2021-05-28 20:14:21+00:00,100.0
60,828,3,13810,1000,2021-05-28 20:14:22+00:00,100.0
-30,-411,3,13730,1000,2021-05-28 20:14:23+00:00,100.0
30,414,3,13820,1000,2021-05-28 20:14:24+00:00,100.0
-40,-550,3,13760,1000,2021-05-28 20:14:25+00:00,100.0
-40,-548,3,13700,1000,2021-05-28 20:14:26+00:00,100.0
-40,-546,3,13670,1000,2021-05-28 20:14:27+00:00,100.0
380,5209,3,13710,1000,2021-05-28 20:14:28+00:00,100.0
-30,-414,3,13810,1000,2021-05-28 20:14:29+00:00,100.0
410,5670,3,13830,1000,2021-05-28 20:14:30+00:00,100.0
-30,-412,3,13750,1000,2021-05-28 20:14:31+00:00,100.0
-40,-548,3,13700,1000,2021-05-28 20:14:32+00:00,100.0
-30,-409,3,13660,1000,2021-05-28 20:14:33+00:00,100.0
-30,-408,3,13630,1000,2021-05-28 20:14:34+00:00,100.0
250,3450,3,13800,1000,2021-05-28 20:14:35+00:00,100.0
-30,-414,3,13800,1000,2021-05-28 20:14:37+00:00,100.0
260,3585,3,13790,1000,2021-05-28 20:14:38+00:00,100.0
-30,-413,3,13770,1000,2021-05-28 20:14:39+00:00,100.0
-40,-549,3,13730,1000,2021-05-28 20:14:40+00:00,100.0
500,6910,3,13820,1000,2021-05-28 20:14:41+00:00,100.0
230,3155,3,13720,1000,2021-05-28 20:14:47+00:00,100.0
-30,-412,3,13760,1000,2021-05-28 20:14:48+00:00,100.0
-30,-411,3,13710,1000,2021-05-28 20:14:49+00:00,100.0
70,957,3,13680,1000,2021-05-28 20:14:54+00:00,100.0
-40,-548,3,13700,1000,2021-05-28 20:14:55+00:00,100.0
210,2895,3,13790,1000,2021-05-28 20:14:56+00:00,100.0
-40,-551,3,13780,1000,2021-05-28 20:15:02+00:00,100.0
-20,-276,3,13800,1000,2021-05-28 20:15:03+00:00,100.0
-40,-549,3,13730,1000,2021-05-28 20:15:04+00:00,100.0
-40,-547,3,13680,1000,2021-05-28 20:15:05+00:00,100.0
-40,-544,3,13610,1000,2021-05-28 20:15:06+00:00,100.0
220,3033,3,13790,1000,2021-05-28 20:15:07+00:00,100.0
240,3309,3,13790,1000,2021-05-28 20:15:08+00:00,100.0
-40,-546,3,13670,1000,2021-05-28 20:15:09+00:00,100.0
-30,-408,3,13610,1000,2021-05-28 20:15:10+00:00,100.0
-20,-271,3,13580,1000,2021-05-28 20:15:11+00:00,100.0
520,7124,3,13700,1000,2021-05-28 20:15:12+00:00,100.0
-30,-413,3,13770,1000,2021-05-28 20:15:13+00:00,100.0
-20,-276,3,13800,1000,2021-05-28 20:15:14+00:00,100.0
-30,-412,3,13740,1000,2021-05-28 20:15:15+00:00,100.0
-40,-547,3,13680,1000,2021-05-28 20:15:16+00:00,100.0
-50,-681,3,13630,1000,2021-05-28 20:15:17+00:00,100.0
-30,-408,3,13610,1000,2021-05-28 20:15:19+00:00,100.0
-20,-271,3,13580,1000,2021-05-28 20:15:20+00:00,100.0
-40,-542,3,13560,1000,2021-05-28 20:15:21+00:00,100.0
-40,-542,3,13550,1000,2021-05-28 20:15:22+00:00,100.0
-40,-542,3,13550,1000,2021-05-28 20:15:23+00:00,100.0
-30,-405,3,13530,1000,2021-05-28 20:15:24+00:00,100.0
10,135,3,13530,1000,2021-05-28 20:15:26+00:00,100.0
10,135,3,13530,1000,2021-05-28 20:15:27+00:00,100.0
0,0,3,13530,1000,2021-05-28 20:15:28+00:00,100.0
0,0,3,13530,1000,2021-05-28 20:15:29+00:00,100.0
10,135,3,13530,1000,2021-05-28 20:15:30+00:00,100.0
0,0,3,13520,1000,2021-05-28 20:15:31+00:00,100.0
10,135,3,13520,1000,2021-05-28 20:15:32+00:00,100.0
10,135,3,13520,1000,2021-05-28 20:15:33+00:00,100.0
10,135,3,13520,1000,2021-05-28 20:15:34+00:00,100.0
10,135,3,13520,1000,2021-05-28 20:15:35+00:00,100.0
10,135,3,13520,1000,2021-05-28 20:15:36+00:00,100.0
0,0,3,13510,1000,2021-05-28 20:15:42+00:00,100.0
10,135,3,13510,1000,2021-05-28 20:15:43+00:00,100.0
10,135,3,13500,1000,2021-05-28 20:15:44+00:00,100.0
0,0,3,13500,1000,2021-05-28 20:15:45+00:00,100.0
0,0,3,13500,1000,2021-05-28 20:15:50+00:00,100.0
10,135,3,13500,1000,2021-05-28 20:15:51+00:00,100.0
10,134,3,13490,1000,2021-05-28 20:15:52+00:00,100.0
10,134,3,13490,1000,2021-05-28 20:15:53+00:00,100.0
10,134,3,13490,1000,2021-05-28 20:15:54+00:00,100.0
10,134,3,13480,1000,2021-05-28 20:15:55+00:00,100.0
0,0,3,13490,1000,2021-05-28 20:15:56+00:00,100.0
10,134,3,13490,1000,2021-05-28 20:15:57+00:00,100.0
10,134,3,13480,1000,2021-05-28 20:15:58+00:00,100.0
0,0,3,13480,1000,2021-05-28 20:15:59+00:00,100.0
0,0,3,13480,1000,2021-05-28 20:16:00+00:00,100.0
10,134,3,13480,1000,2021-05-28 20:16:01+00:00,100.0
0,0,3,13480,1000,2021-05-28 20:16:02+00:00,100.0
10,134,3,13480,1000,2021-05-28 20:16:03+00:00,100.0
10,134,3,13480,1000,2021-05-28 20:16:05+00:00,100.0
10,134,3,13470,1000,2021-05-28 20:16:06+00:00,100.0
0,0,3,13480,1000,2021-05-28 20:16:07+00:00,100.0
0,0,3,13470,1000,2021-05-28 20:16:08+00:00,100.0
10,134,3,13470,1000,2021-05-28 20:16:09+00:00,100.0
10,134,3,13480,1000,2021-05-28 20:16:10+00:00,100.0
10,134,3,13470,1000,2021-05-28 20:16:11+00:00,100.0
10,134,3,13470,1000,2021-05-28 20:16:12+00:00,100.0
10,134,3,13470,1000,2021-05-28 20:16:13+00:00,100.0
10,134,3,13470,1000,2021-05-28 20:16:14+00:00,100.0
10,134,3,13470,1000,2021-05-28 20:16:15+00:00,100.0
0,0,3,13470,1000,2021-05-28 20:16:16+00:00,100.0
0,0,3,13460,1000,2021-05-28 20:16:17+00:00,100.0
10,134,3,13460,1000,2021-05-28 20:16:18+00:00,100.0
10,134,3,13470,1000,2021-05-28 20:16:19+00:00,100.0
10,134,3,13470,1000,2021-05-28 20:16:20+00:00,100.0
0,0,3,13460,1000,2021-05-28 20:16:21+00:00,100.0
10,134,3,13460,1000,2021-05-28 20:16:22+00:00,100.0
0,0,3,13460,1000,2021-05-28 20:16:23+00:00,100.0
10,134,3,13460,1000,2021-05-28 20:16:24+00:00,100.0
10,134,3,13460,1000,2021-05-28 20:16:25+00:00,100.0
-30,-425,3,14180,1000,2021-05-28 20:16:27+00:00,100.0
-20,-279,3,13950,1000,2021-05-28 20:16:28+00:00,100.0
-30,-414,3,13810,1000,2021-05-28 20:16:29+00:00,100.0
-40,-548,3,13710,1000,2021-05-28 20:16:30+00:00,100.0
-30,-408,3,13630,1000,2021-05-28 20:16:31+00:00,100.0
-40,-543,3,13580,1000,2021-05-28 20:16:32+00:00,100.0
-30,-406,3,13560,1000,2021-05-28 20:16:33+00:00,100.0
-40,-541,3,13540,1000,2021-05-28 20:16:34+00:00,100.0
-30,-405,3,13520,1000,2021-05-28 20:16:35+00:00,100.0
-30,-405,3,13510,1000,2021-05-28 20:16:36+00:00,100.0
-30,-405,3,13510,1000,2021-05-28 20:16:37+00:00,100.0
0,0,3,13510,1000,2021-05-28 20:16:38+00:00,100.0
10,135,3,13510,1000,2021-05-28 20:16:39+00:00,100.0
0,0,3,13510,1000,2021-05-28 20:16:40+00:00,100.0
0,0,3,13510,1000,2021-05-28 20:16:41+00:00,100.0
0,0,3,13500,1000,2021-05-28 20:16:42+00:00,100.0
0,0,3,13500,1000,2021-05-28 20:16:43+00:00,100.0
10,135,3,13500,1000,2021-05-28 20:16:44+00:00,100.0
0,0,3,13500,1000,2021-05-28 20:16:45+00:00,100.0
0,0,3,13490,1000,2021-05-28 20:16:47+00:00,100.0
0,0,3,13490,1000,2021-05-28 20:16:48+00:00,100.0
10,134,3,13490,1000,2021-05-28 20:16:49+00:00,100.0
0,0,3,13490,1000,2021-05-28 20:16:51+00:00,100.0
0,0,3,13480,1000,2021-05-28 20:16:52+00:00,100.0
0,0,3,13480,1000,2021-05-28 20:16:53+00:00,100.0
10,134,3,13480,1000,2021-05-28 20:16:54+00:00,100.0
10,134,3,13480,1000,2021-05-28 20:16:55+00:00,100.0
10,134,3,13490,1000,2021-05-28 20:16:56+00:00,100.0
10,134,3,13490,1000,2021-05-28 20:16:57+00:00,100.0
0,0,3,13480,1000,2021-05-28 20:16:58+00:00,100.0
10,134,3,13480,1000,2021-05-28 20:16:59+00:00,100.0
0,0,3,13470,1000,2021-05-28 20:17:00+00:00,100.0
10,134,3,13470,1000,2021-05-28 20:17:01+00:00,100.0
0,0,3,13480,1000,2021-05-28 20:17:02+00:00,100.0
10,134,3,13480,1000,2021-05-28 20:17:03+00:00,100.0
10,134,3,13470,1000,2021-05-28 20:17:04+00:00,100.0
10,134,3,13470,1000,2021-05-28 20:17:05+00:00,100.0
10,134,3,13470,1000,2021-05-28 20:17:06+00:00,100.0
10,134,3,13460,1000,2021-05-28 20:17:07+00:00,100.0
0,0,3,13460,1000,2021-05-28 20:17:08+00:00,100.0
10,134,3,13460,1000,2021-05-28 20:17:09+00:00,100.0
0,0,3,13460,1000,2021-05-28 20:17:10+00:00,100.0
10,134,3,13460,1000,2021-05-28 20:17:11+00:00,100.0
10,134,3,13460,1000,2021-05-28 20:17:12+00:00,100.0
10,134,3,13460,1000,2021-05-28 20:17:13+00:00,100.0
0,0,3,13460,1000,2021-05-28 20:17:14+00:00,100.0
0,0,3,13460,1000,2021-05-28 20:17:16+00:00,100.0
10,134,3,13460,1000,2021-05-28 20:17:17+00:00,100.0
10,134,3,13460,1000,2021-05-28 20:17:18+00:00,100.0
10,134,3,13450,1000,2021-05-28 20:17:19+00:00,100.0
10,134,3,13450,1000,2021-05-28 20:17:20+00:00,100.0
10,134,3,13450,1000,2021-05-28 20:17:21+00:00,100.0
10,134,3,13450,1000,2021-05-28 20:17:22+00:00,100.0
0,0,3,13450,1000,2021-05-28 20:17:23+00:00,100.0
0,0,3,13450,1000,2021-05-28 20:17:24+00:00,100.0
0,0,3,13450,1000,2021-05-28 20:17:25+00:00,100.0
10,134,3,13450,1000,2021-05-28 20:17:26+00:00,100.0
0,0,3,13450,1000,2021-05-28 20:17:27+00:00,100.0
10,134,3,13450,1000,2021-05-28 20:17:28+00:00,100.0
0,0,3,13450,1000,2021-05-28 20:17:29+00:00,100.0
10,134,3,13460,1000,2021-05-28 20:17:30+00:00,100.0
10,134,3,13450,1000,2021-05-28 20:17:32+00:00,100.0
0,0,3,13450,1000,2021-05-28 20:17:33+00:00,100.0
10,134,3,13440,1000,2021-05-28 20:17:34+00:00,100.0
